PROVIDERID,PROVIDERNAME,PROVIDERSERVICETYPE,STREETADDRESS,CITY,STATE,ZIP,COUNTY,COMMUNITY,POINT_X,POINT_Y,AWARDDATE,EXPIRATIONDATE,QRISRATINGLEVEL,TOTALLICENSEDCAPACITY,CCCAPCHILDCOUNT_D1,CCCAPCASECOUNT_D1,CCCAPFAEXPDATE_D1,CCCAPTOTALAUTH_D1,CCCAPFASTATUS_D1,CCCAPFAEXPDATE_D2,CCCAPTOTALAUTH_D2,CCCAPFASTATUS_D2,YEAR_MONTH
7294,KINDERCARE LEARNING CENTERS LLC,Day care center,7395 Church Ranch BLVD,Westminster,CO,80021,Jefferson,Northeast Jefferson,-105.077295,39.881371, , ,Level 4,162,40,26,8/6/2017 0:00,40,1,8/30/2019 0:00,43,1,20170930
7300,LAURIE BEAN,Experienced Child Care Provider,7903 Pheasant Run LN,Wellington,CO,80549,Larimer,Timnath-Wellington,-104.99654,40.7008,11/11/2016 0:00,11/11/2019 0:00,Level 2,9, , ,12/31/2018 0:00,0,1,12/31/2018 0:00,0,1,20170930
7366,JENNIFER MACE,Day care home,13772 W Tufts AVE,Morrison,CO,80465,Jefferson,Northeast Jefferson,-105.153194,39.633259, , ,Level 1,6, , , , , , , , ,20170930
7398,NICOLE CONRAD,Experienced Child Care Provider,0111 Rosewood WAY,Parachute,CO,81635,Garfield,West Garfield,-108.036826,39.431014,12/2/2015 0:00,10/29/2018 0:00,Level 2,9, , ,8/9/2017 0:00,0,1,7/31/2018 0:00,0,1,20170930
7487,ST PETER AND PAUL,Day care center,3920 Pierce ST,Wheat Ridge,CO,80033,Jefferson,Northeast Jefferson,-105.07199,39.770864, , ,Level 1,50, , , , , , , , ,20170930
7490,BVSD KINDERGARTEN ENRICHMENT @ CRESTVIEW ELEM,School age child care,1897 Sumac,Boulder,CO,80304,Boulder,Boulder,-105.274225,40.05119, , , ,50, , ,8/31/2019 0:00,5,1,8/31/2019 0:00,6,1,20170930
7491,PEAKVIEW ADVENTURE CLUB,School age child care,19451 E Progress CIR,Aurora,CO,80015,Arapahoe,South Aurora,-104.762578,39.62299, , , ,120,1,1,8/31/2017 0:00,1,1,8/31/2020 0:00,0,1,20170930
7544,BVSD KINDERGARTEN ENRICHMENT @ HEATHERWOOD,School age child care,7750 Concord DR,Boulder,CO,80301,Boulder,Boulder,-105.17239,40.057476, , , ,30, , ,8/31/2019 0:00,3,1,8/31/2019 0:00,1,1,20170930
7545,BVSD KINDERGARTEN ENRICHMENT @ RYAN,School age child care,1405 Centaur PL,Lafayette,CO,80026,Boulder,Lafayette-Louisville,-105.11093,39.983228, , , ,37, , ,8/31/2019 0:00,1,1,8/31/2019 0:00,2,1,20170930
7546,BVSD KINDERGARTEN ENRICHMENT @ LAFAYETTE ELEM,School age child care,101 N Bermont AVE,Lafayette,CO,80026,Boulder,Lafayette-Louisville,-105.095779,39.998738, , , ,68, , ,10/31/2019 0:00,3,1,10/31/2019 0:00,2,1,20170930
7569,LA PETITE ACADEMY,Day care center,380 S McCaslin,Louisville,CO,80027,Boulder,Lafayette-Louisville,-105.163243,39.965498,9/26/2017 0:00,9/26/2020 0:00,Level 2,173,42,24,6/30/2019 0:00,44,1,12/31/2019 0:00,37,1,20170930
7657,CANON CITY KIDS KLUB BEFORE & AFTER,School age child care,1240 McKinley AVE,Canon City,CO,81212,Fremont,Cañon City,-105.21437,38.431569, , , ,50, , ,9/30/2017 0:00,2,1,9/30/2017 0:00,6,1,20170930
8025,DPS ECE STECK ELEMENTARY,Day care center,425 Ash,Denver,CO,80220,Denver,Denver,-104.938294,39.723423,1/31/2017 0:00,1/31/2020 0:00,Level 4,20, , , , , , , , ,20170930
8026,DPS ECE TELLER ELEMENTARY SCHOOL,Day care center,1150 Garfield ST,Denver,CO,80206,Denver,Denver,-104.943428,39.734377,1/31/2017 0:00,1/31/2020 0:00,Level 4,40, , , , , , , , ,20170930
8154,HOLLY DURAND,Day care home,5731 W 114th PL,Westminster,CO,80020,Jefferson,Northeast Jefferson,-105.060105,39.90403, , ,Level 1,6, , , , , , , , ,20170930
8155,SANDRA REEVES,Large day care home,6565 Omaha BLVD,Colorado Springs,CO,80915,El Paso,Elsmere,-104.704816,38.853351, , ,Level 1,12, , , , , , , , ,20170930
8273,HEATHER MILLER,Day Care Home 3,4302 W 30th ST,Greeley,CO,80634,Weld,Greeley,-104.751461,40.388082, , ,Level 1,6, , , , , , , , ,20170930
8303,DOLORES THOMPSON SMALL,Day care home,3294 Marshall,Wheatridge,CO,80033,Jefferson,Northeast Jefferson,-105.068037,39.763833, , ,Level 1,6,4,3,9/30/2019 0:00,4,1,9/30/2019 0:00,3,1,20170930
8311,EAGLE'S NEST EARLY LEARNING CENTER,Day care center,10655 Highway 119,Black Hawk,CO,80422,Gilpin,Central City,-105.519719,39.83342,8/19/2016 0:00,8/19/2019 0:00,Level 2,60,6,5,10/31/2019 0:00,8,1,10/31/2019 0:00,12,1,20170930
8397,LIBERTY DAY CARE CENTER,Day care center,9332 Highway 36,Joes,CO,80822,Yuma,Idalia-Joes,-102.624486,39.655996,4/30/2016 0:00,4/30/2019 0:00,Level 4,15, , , , , , , , ,20170930
8431,LEROY DRIVE ELEMENTARY'S BASE PROGRMS,School age child care,1451 Leroy DR,Northglenn,CO,80233,Adams,West Adams,-104.968857,39.889627, , , ,100,1,1,12/31/2019 0:00,1,1,12/31/2019 0:00,6,1,20170930
8592,RACHELLE HUSCHKA,Day care home,317 E 9th ST,Salida,CO,81201,Chaffee,Salida,-105.995664,38.528013, , ,Level 1,6, , , , , , , , ,20170930
8755,MESA VIEW HEAD START,Day care center,1320 E Empire,Cortez,CO,81321,Montezuma,Cortez,-108.568624,37.356418, , ,Level 4,51, , , , , ,10/31/2019 0:00,0,1,20170930
8790,JUDY SMITH,Experienced Child Care Provider,3487 E 112th PL,Thornton,CO,80233,Adams,West Adams,-104.946084,39.900121, , ,Level 1,9, , , , , , , , ,20170930
8916,CLAUDIA SUNDERLAND,Experienced Child Care Provider,1057 Ursula ST,Aurora,CO,80011,Arapahoe,South Aurora,-104.838011,39.732745,10/31/2016 0:00,10/31/2019 0:00,Level 4,9, , ,2/28/2019 0:00,0,1,2/28/2019 0:00,0,1,20170930
8987,BETH EDEN BAPTIST SCHOOL AGE CHILDCARE,School age child care,2600 Wadsworth BLVD,Wheat Ridge,CO,80033,Jefferson,Northeast Jefferson,-105.080367,39.755276, , , ,30, , , , , , , , ,20170930
9113,WEST WOODS SCHOOL AGE ENRICHMENT,School age child care,16650 W 72nd AVE,Arvada,CO,80007,Jefferson,Northeast Jefferson,-105.186888,39.826173, , , ,100,4,2,5/31/2019 0:00,4,1,5/31/2019 0:00,0,1,20170930
9248,MYRNA GREENWELL,Day care home,3420 Post Oak,Colorado Springs,CO,80916,El Paso,Colorado Springs,-104.741358,38.782577, , ,Level 1,6, , , , , , , , ,20170930
9298,COMMERCE CITY RECREATION SUMMER PROGRAM,School age child care,6060 Parkway DR,Commerce City,CO,80022,Adams,Commerce City,-104.928386,39.806809, , , ,110,2,2,10/31/2019 0:00,2,1,10/31/2019 0:00,0,1,20170930
9388,LORI BURNS,Day care home,4734 S Fraser ST,Aurora,CO,80015,Arapahoe,South Aurora,-104.811679,39.630549,11/3/2015 0:00,11/3/2018 0:00,Level 2,6, , , , , , , , ,20170930
9391,PATRICIA PERKINS,Experienced Child Care Provider,1703 Dunkirk CT,Aurora,CO,80011,Adams,North Aurora,-104.76273,39.744257,6/16/2016 0:00,6/16/2019 0:00,Level 2,8, , ,10/31/2019 0:00,0,1,8/31/2020 0:00,1,1,20170930
9484,FIRST UNITED METHODIST COOP PRESCHOOL,Preschool,1005 Stover,Fort Collins,CO,80524,Larimer,Fort Collins,-105.067268,40.573203, , ,Level 1,100, , , , , , , , ,20170930
9485,EAGLE RIDGE ELEMENTARY BEFORE & AFTER,School age child care,7716 Timberline RD,Lone Tree,CO,80124,Douglas,Sedalia,-104.900244,39.547282, , , ,90,2,1,6/30/2018 0:00,2,1,6/30/2018 0:00,3,1,20170930
9489,LIL TYKES,Day care center,2178 Crestview DR,Durango,CO,81301,La Plata,Durango,-107.882975,37.287935, , ,Level 1,15, , , , , , , , ,20170930
9571,CITY OF WESTMINSTER YOUTH / TEEN CAMPS,School age child care,10470 Oak ST,Westminster,CO,80021,Jefferson,Northeast Jefferson,-105.118355,39.886388, , , ,100,5,3,4/30/2020 0:00,6,1,4/30/2020 0:00,1,1,20170930
9650,DPS ECE BRADLEY SCHOOL,Day care center,3051 S Elm ST,Denver,CO,80222,Denver,Denver,-104.929815,39.662788,1/31/2017 0:00,1/31/2020 0:00,Level 4,100, , , , , , , , ,20170930
9663,DEBRA LOPEZ,Day care home,11196 Livingston DR,Northglenn,CO,80234,Adams,West Adams,-104.999983,39.899431, , ,Level 1,6, , , , , , , , ,20170930
9792,BRUSH UMC HEAD START,Day care center,422 Ray ST,Brush,CO,80723,Morgan,Brush,-103.631138,40.257496, , ,Level 4,194, , , , , , , , ,20170930
9796,OPTIONS INFANT CENTER,Day care center,6558 S Acoma ST,Littleton,CO,80120,Arapahoe,Southwest Arapahoe,-105.013574,39.598593,5/31/2016 0:00,5/31/2019 0:00,Level 3,14, , ,10/31/2018 0:00,2,1,7/31/2020 0:00,3,1,20170930
9812,DEBORAH JUMP,Large day care home,1606 Sauk RD,Loveland,CO,80537,Larimer,Loveland,-105.01834,40.376011, , ,Level 1,12, , , , , , , , ,20170930
9815,WITT SCHOOL AGE ENRICHMENT,School age child care,10255 W 104th DR,Westminster,CO,80021,Jefferson,Northeast Jefferson,-105.112136,39.885552, , , ,100, , ,5/31/2019 0:00,1,1,5/31/2019 0:00,2,1,20170930
9816,LINCOLN ORCHARD MESA ELEMENTARY PRS,Preschool,2888B 1/2 RD,Grand Junction,CO,81503,Mesa,Grand Junction,-108.517584,39.041586,9/12/2017 0:00,9/12/2020 0:00,Level 2,15, , , , , , , , ,20170930
9876,RENE CHRISLEY,Day care home,0795 County Road 338,Parachute,CO,81635,Garfield,West Garfield,-107.97836,39.447648, , ,Level 1,6,6,4,7/31/2018 0:00,6,1,7/31/2018 0:00,6,1,20170930
9886,DEBEQUE ELEMENTARY SCHOOL-PRESCHOOL,Preschool,730 Minter AVE,DeBeque,CO,81630,Mesa,De Beque,-108.21264,39.336112,8/27/2015 0:00,8/27/2018 0:00,Level 2,30, , , , , , , , ,20170930
9890,PIONEER PRESCHOOL,Day care center,412 N C ST,Cripple Creek,CO,80813,Teller,Cripple Creek,-105.186425,38.751257, , ,Level 4,66, , ,12/31/2017 0:00,3,1,12/31/2017 0:00,3,1,20170930
9944,CCSD HOLLY RIDGE ECS,School age child care,3301 S Monaco PKWY,Aurora,CO,80222,Arapahoe,Denver,-104.9129,39.656142, , , ,100,11,8,1/31/2019 0:00,16,1,8/31/2019 0:00,17,1,20170930
9990,BEARLY TAWL,Day care center,195 Hyland DR,Evergreen,CO,80439,Clear Creek,Idaho Springs,-105.412957,39.721638, , ,Level 1,41, , , , , , , , ,20170930
10057,DAWN PALAZZOLO,Experienced Child Care Provider,4830 Old Brook Cir S,Colorado Springs,CO,80917,El Paso,Colorado Springs,-104.733159,38.901827, , ,Level 1,8, , , , , , , , ,20170930
10108,USAA CHILD DEVELOPMENT CENTER,Day care center,1855 Telstar,Colorado Springs,CO,80920,El Paso,Colorado Springs,-104.797323,38.956463, , ,Level 4,151, , , , , , , , ,20170930
10270,LAKE SCHOOL GUNNISON RE-1J,Day care center,800 North BLVD,Gunnison,CO,81230,Gunnison,Gunnison,-106.932758,38.552633,2/28/2017 0:00,2/29/2020 0:00,Level 5,64, , ,6/8/2018 0:00,0,1,6/8/2018 0:00,0,1,20170930
10325,TRICIA STUCKENSCHNEIDER,Experienced Child Care Provider,465 Margi CT,Grand Junction,CO,81504,Mesa,Grand Junction,-108.48576,39.072619, , ,Level 1,9,2,1,7/31/2017 0:00,2,1,7/31/2018 0:00,2,1,20170930
10445,CHRISTINE BOWREN,Day care home,4532 Wordsworth CIR S,Colorado Springs,CO,80916,El Paso,Colorado Springs,-104.744334,38.790872, , ,Level 1,6, , , , , , , , ,20170930
10468,TOWN OF AVON RECREATION,School age child care,850 W Beaver Creek BLVD,Avon,CO,81620,Eagle,Minturn-Red Cliff,-106.534761,39.638311, , , ,75,29,16,9/3/2017 0:00,30,1,5/31/2018 0:00,17,1,20170930
10564,RESPITE CARE INC,Day care center,6203 S Lemay ST,Fort Collins,CO,80525,Larimer,Fort Collins,-105.058798,40.500014, , ,Level 1,75,3,2,12/31/2019 0:00,3,1,12/31/2019 0:00,1,1,20170930
10671,SALLY MELIA,Experienced Child Care Provider,0098 Ponderosa CIR,Glenwood Springs,CO,81601,Garfield,Glenwood Springs,-107.366186,39.566352, , ,Level 1,9, , , , , , , , ,20170930
10688,JANICE GRAY,Large day care home,2530 Colorado BLVD,Denver,CO,80207,Denver,Denver,-104.940225,39.75337,6/30/2015 0:00,6/30/2018 0:00,Level 4,12, , , , , , , , ,20170930
10699,KARVAL SCHOOL DIST PRE SCHOOL,Preschool,16232 County Road 29,Karval,CO,80823,Lincoln,Karval,-103.53553,38.738726,11/12/2015 0:00,11/12/2018 0:00,Level 2,15, , , , , , , , ,20170930
10700,ARROWHEAD ECS PROGRAM,School age child care,19100 E Bates AVE,Aurora,CO,80013,Arapahoe,South Aurora,-104.765706,39.664087, , , ,150,10,8,8/31/2019 0:00,13,1,8/31/2019 0:00,11,1,20170930
10704,OPEN ARMS CHRISTIAN PRESCHOOL,Day care center,305 E Elizabeth ST,Fort Collins,CO,80524,Larimer,Fort Collins,-105.073452,40.573961,5/2/2017 0:00,5/2/2020 0:00,Level 2,15, , ,12/31/2019 0:00,0,1,12/31/2019 0:00,0,1,20170930
10779,RUNYON RASCALS,School age child care,7455 S Elati ST,Littleton,CO,80120,Arapahoe,Southwest Arapahoe,-104.998977,39.585467, , , ,150,3,2,12/31/2018 0:00,3,1,12/31/2018 0:00,3,1,20170930
10780,SANDBURG SACC,School age child care,6900 S Elizabeth ST,Centennial,CO,80122,Arapahoe,Southwest Arapahoe,-104.954102,39.590295, , , ,150,1,1,1/31/2020 0:00,3,1,1/31/2020 0:00,3,1,20170930
10782,YMCA OF BLDR VALLEY @ SUPERIOR ELEM,School age child care,1800 S Indiana,Superior,CO,80027,Boulder,Lafayette-Louisville,-105.158657,39.936422, , , ,100, , ,8/31/2019 0:00,0,1,8/31/2019 0:00,0,1,20170930
10806,CHARMAINE FREENY,Experienced Child Care Provider,6838 W 74th AVE,Arvada,CO,80003,Jefferson,Northeast Jefferson,-105.072689,39.830191, , ,Level 1,9, , , , , , , , ,20170930
10839,CENTURY ELEMENTARY PRESCHOOL,Preschool,2500 S Granby WAY,Aurora,CO,80014,Arapahoe,South Aurora,-104.810894,39.671948,10/31/2016 0:00,10/31/2019 0:00,Level 4,16, , , , , , , , ,20170930
10840,JAMAICA CHILD DEVELOPMENT CENTER,Preschool,800 Jamaica ST,Aurora,CO,80010,Arapahoe,South Aurora,-104.862149,39.729237,12/31/2015 0:00,12/31/2018 0:00,Level 3,144, , , , , , , , ,20170930
10841,LYN KNOLL ELEMENTARY PRESCHOOL,Preschool,12445 E 2nd AVE,AURORA,CO,80011,Arapahoe,South Aurora,-104.841371,39.719373,5/31/2015 0:00,5/31/2018 0:00,Level 3,16, , , , , , , , ,20170930
10842,MEADOWOOD CHILD DEVELOPMENT CENTER,Preschool,3333 S Norfolk WAY #,Aurora,CO,80013,Arapahoe,South Aurora,-104.795009,39.65668,5/31/2016 0:00,5/31/2019 0:00,Level 4,180, , , , , , , , ,20170930
10845,ADVENTURE CLUB AT THORNTON COMM CTR,School age child care,2211 Eppinger BLVD,Thornton,CO,80229,Adams,West Adams,-104.960945,39.869147, , , ,75, , , , , , , , ,20170930
10930,JILL JACKSON,Experienced Child Care Provider,744 S Bermont DR,Lafayette,CO,80026,Boulder,Lafayette-Louisville,-105.09622,39.991866, , ,Level 1,9, , , , , , , , ,20170930
11037,GREENWOOD ELEMENTARY SCHOOL,School age child care,5550 S Holly ST,Greenwood Village,CO,80111,Arapahoe,Southwest Arapahoe,-104.921547,39.615904, , , ,100, , ,5/31/2019 0:00,1,1,5/31/2019 0:00,1,1,20170930
11040,CACTUS VALLEY ELEMENTARY,Preschool,222 Grand AVE,Silt,CO,81652,Garfield,New Castle,-107.661619,39.549399, , ,Level 1,15, , , , , , , , ,20170930
11201,CHRISTINE PETERSEN,Day care home,10822 WCR 74,Windsor,CO,80550,Weld,Windsor,-104.856596,40.523392, , ,Level 1,6, , , , , , , , ,20170930
11248,DAISY KELLY,Day care home,5118 Plumstead DR,Colorado Springs,CO,80920,El Paso,Colorado Springs,-104.732999,38.948926, , ,Level 1,6,2,1,12/31/2017 0:00,2,1,12/31/2017 0:00,2,1,20170930
11256,ANA FLORES,Day care home,1214 S Ash ST,Yuma,CO,80759,Yuma,Yuma,-102.725403,40.114353,9/23/2016 0:00,9/23/2019 0:00,Level 2,6,1,1,6/30/2019 0:00,1,1,6/30/2019 0:00,1,1,20170930
11269,FEDERAL HEIGHTS ELEMENTARY PRESCHOOL,Preschool,2500 W 96th AVE,Denver,CO,80260,Adams,West Adams,-105.017199,39.870754, , ,Level 1,32, , , , , , , , ,20170930
11280,TREEHOUSE LEARNING,Day care center,175 N 96th ST,Louisville,CO,80027,Boulder,Lafayette-Louisville,-105.129062,39.970495,9/14/2017 0:00,9/14/2020 0:00,Level 2,145, , , , , , , , ,20170930
11294,FOR KIDS ONLY INC MOUNT CARBON,School age child care,12776 W Cross AVE,Littleton,CO,80127,Jefferson,Northeast Jefferson,-105.1416,39.614065, , , ,90, , , , , , , , ,20170930
11295,FOR KIDS ONLY INC WESTRIDGE,School age child care,10785 W Alamo PL,Littleton,CO,80127,Jefferson,Northeast Jefferson,-105.1181,39.613358, , , ,90, , , , , , , , ,20170930
11343,EARLY CONNECTIONS @ SAND CREEK,Day care center,550 Sand Creek DR,Colorado Springs,CO,80916,El Paso,Colorado Springs,-104.740124,38.824154, , ,Level 4,70,38,19,12/31/2017 0:00,42,1,12/31/2017 0:00,31,1,20170930
11400,MONTEREY HEADSTART COLO PRESCHOOL PRO,Preschool,2311 Monterey RD,Colorado Springs,CO,80910,El Paso,Colorado Springs,-104.766994,38.799572, , ,Level 4,60, , , , , , , , ,20170930
11430,FOOTHILLS PARK RECREATION DISTRICT,School age child care,7203 S Everett ST,Littleton,CO,80128,Jefferson,Northeast Jefferson,-105.097524,39.585798, , , ,100, , ,10/31/2019 0:00,1,1,10/31/2019 0:00,5,1,20170930
11431,FOOTHILLS PARK RECREATION,School age child care,7304 W Roxbury PL,Littleton,CO,80123,Jefferson,Northeast Jefferson,-105.078078,39.587269, , , ,50, , ,10/31/2019 0:00,4,1,10/31/2019 0:00,8,1,20170930
11627,MICHELLE STACKPOLE,Experienced Child Care Provider,9773 Westbury CIR,Highlands Ranch,CO,80129,Douglas,Sedalia,-105.006516,39.53934, , ,Level 2,9, , , , , , , , ,20170930
11647,RHONDA FLOCK,Experienced Child Care Provider,1255 N Raynolds,Canon City,CO,81212,Fremont,Cañon City,-105.20375,38.477815, , ,Level 1,8,7,2,8/31/2017 0:00,7,1,8/31/2018 0:00,4,1,20170930
11658,MICHELLE SEIFRIED,Experienced Child Care Provider,1735 Ln 27,Pueblo,CO,81006,Pueblo,St. Charles Mesa,-104.534344,38.222274, , ,Level 1,9, , , , , , , , ,20170930
11680,IMAGINATION IN EDUCATION AT PIONEER,School age child care,3663 Woodland Hills DR,Colorado Springs,CO,80918,El Paso,Colorado Springs,-104.757639,38.931483, , , ,50,12,8,12/31/2017 0:00,12,1,12/31/2017 0:00,1,1,20170930
11684,DPS DISCOVERY LINK @ SLAVENS,School age child care,3000 S Clayton ST,Denver,CO,80210,Denver,Denver,-104.955696,39.661318, , , ,100, , ,8/31/2019 0:00,1,1,8/31/2019 0:00,0,1,20170930
11711,WIDEFIELD PARKS & RECREATION CAMP VIP,School age child care,509 Widefield DR,Colorado Springs,CO,80911,El Paso,Fountain,-104.734451,38.753407, , , ,80, , , , , , , , ,20170930
11713,DPS DISCOVERY LINK @ BRADLEY,School age child care,3051 S Elm ST,Denver,CO,80231,Denver,Denver,-104.929815,39.662788, , , ,75, , ,9/30/2017 0:00,0,1,9/30/2017 0:00,1,1,20170930
11742,LYDIA ARGUELLO,Day care home,10840 Claire LN,Northglenn,CO,80234,Adams,West Adams,-105.005146,39.893378,9/19/2017 0:00,9/19/2020 0:00,Level 2,6,1,1,11/30/2018 0:00,1,1,11/30/2018 0:00,0,1,20170930
11769,JANET THOMPSON,Day care home,1195 Jetwing CIR,Colorado Springs,CO,80916,El Paso,Colorado Springs,-104.733207,38.815099, , ,Level 3,6,6,4,12/31/2017 0:00,6,1,12/31/2017 0:00,5,1,20170930
11786,TINA MARRS,Day care home,10436 Deer Meadow CIR,Colorado Springs,CO,80925,El Paso,Fountain,-104.634246,38.742345, , ,Level 3,6,2,1,12/31/2017 0:00,2,1,12/31/2017 0:00,2,1,20170930
11914,DOVES NEST,Day care center,418 Pine,Dove Creek,CO,81324,Dolores,Dove Creek,-108.906897,37.765448, , ,Level 1,20,1,1,7/31/2017 0:00,1,1,7/31/2018 0:00,2,1,20170930
11918,MT. CARBON PRESCHOOL,Preschool,12776 W Cross AVE,Littleton,CO,80127,Jefferson,Northeast Jefferson,-105.1416,39.614065,3/15/2017 0:00,3/15/2020 0:00,Level 2,48, , , , , , , , ,20170930
11923,SINGING HILLS PRESCHOOL,Day care center,41012 Madrid DR,Parker,CO,80138,Elbert,Elizabeth,-104.648164,39.464442,2/28/2017 0:00,2/29/2020 0:00,Level 4,80, , ,2/1/2018 0:00,0,1,2/1/2018 0:00,0,1,20170930
11986,RED ROCKS COMM COLLEGE - MAPLE GROVE,School age child care,3085 Alkire ST,Golden,CO,80401,Jefferson,Northeast Jefferson,-105.147992,39.759141, , , ,100, , ,10/31/2018 0:00,0,1,10/31/2018 0:00,0,1,20170930
11987,RED ROCKS COMM COLLEGE - SACC SEMPER,School age child care,7575 W 96th AVE,Westminster,CO,80021,Jefferson,Northeast Jefferson,-105.080103,39.872015, , , ,75,15,11,12/31/2019 0:00,17,1,12/31/2019 0:00,3,1,20170930
12109,JOLENE OLSON,Day care home,765 Hubbell DR,Security,CO,80911,El Paso,Fountain,-104.72777,38.745707,2/18/2017 0:00,2/18/2020 0:00,Level 2,6, , , , , , , , ,20170930
12128,CHERRY HILLS VILLAGE EXTENDED CHILDCARE SVCS,School age child care,2400 E Quincy AVE,Englewood,CO,80113,Arapahoe,Southwest Arapahoe,-104.95867,39.639043, , , ,48, , , , , , , , ,20170930
12131,PLATTE VALLEY EARLY LEARNING CENTER,Day care center,600 Hill ST,Kersey,CO,80644,Weld,Kersey-Gill,-104.557602,40.390493, , ,Level 1,88, , , , , ,7/31/2020 0:00,1,1,20170930
12136,ROLLING HILLS BASE PROGRAM,School age child care,5756 S Biscay ST,Aurora,CO,80015,Arapahoe,South Aurora,-104.764905,39.610786, , , ,100,1,1,7/31/2018 0:00,7,1,7/31/2018 0:00,4,1,20170930
12256,DAWN STUBBLEFIELD,Day Care Home 3,1578 S Idalia ST,Aurora,CO,80017,Arapahoe,South Aurora,-104.806551,39.687821, , ,Level 1,6, , , , , , , , ,20170930
12278,PATRICIA WHITNEY,Day Care Home 3,6414 Oasis Butte DR,Colorado Springs,CO,80923,El Paso,Colorado Springs,-104.745405,38.923799, , ,Level 1,6, , , , , , , , ,20170930
12294,SHARON CHAFFEY,Day Care Home 3,1520 Crestmore PL,Fort Collins,CO,80521,Larimer,Fort Collins,-105.103261,40.579677, , ,Level 2,6, , , , , , , , ,20170930
12347,WILD BEAR CENTER FOR NATURE DISCOVERY,School age child care,20 Lakeview DR,Nederland,CO,80466,Boulder,Bald Mountain,-105.509286,39.960124, , , ,50,15,12,5/31/2019 0:00,21,1,5/31/2019 0:00,7,1,20170930
12629,STEPHANIE ENGELKINS,Experienced Child Care Provider,4940 Little Wolf CT,Colorado Springs,CO,80920,El Paso,Colorado Springs,-104.741394,38.964746, , ,Level 1,8, , , , , , , , ,20170930
12633,CYNTHIA DELHAIE,Infant /toddler home,936 S Leyden ST,Denver,CO,80224,Denver,Denver,-104.914939,39.699549, , ,Level 1,4, , , , , , , , ,20170930
12870,SHARON BAYSINGER,Day care home,474 Voiles DR,Brighton,CO,80601,Adams,Brighton,-104.803641,39.978195, , ,Level 1,6, , , , , , , , ,20170930
12984,KINDERCARE LEARNING CENTERS LLC,Day care center,107 McCaslin BLVD,Louisville,CO,80027,Boulder,Boulder,-105.165684,39.953979, , ,Level 4,162,74,52,11/30/2019 0:00,82,1,11/30/2019 0:00,77,1,20170930
12990,FOX CREEK ELEM BEFORE AFTER SCH PROG,School age child care,6585 Collegiate DR,Highlands Ranch,CO,80130,Douglas,Sedalia,-104.912173,39.547677, , , ,75, , ,12/31/2017 0:00,0,1,12/31/2017 0:00,0,1,20170930
13000,SHERRI KLASKY,Day care home,960 Martin RD,Longmont,CO,80504,Boulder,Longmont,-105.089178,40.175837,4/28/2016 0:00,4/28/2019 0:00,Level 2,6,2,2,9/30/2019 0:00,2,1,9/30/2019 0:00,1,1,20170930
13011,GABRIELE MORRIS,Day care home,7394 Viewpointe CIR,Wellington,CO,80549,Denver,Timnath-Wellington,-105.01489,40.692129, , ,Level 1,6, , , , , , , , ,20170930
13172,GERALDINE CARLIN,Experienced Child Care Provider,751 Sitka,Fort Collins,CO,80524,Larimer,Fort Collins,-105.063536,40.60432,6/30/2017 0:00,6/30/2020 0:00,Level 4,9,1,1,12/31/2018 0:00,1,1,12/31/2018 0:00,1,1,20170930
13219,WALDORF AT THE ROARING FORK,Preschool,16543 Old Highway 82,Carbondale,CO,81632,Garfield,Glenwood Springs,-107.139739,39.405495, , ,Level 1,55, , , , , , , , ,20170930
13221,PAULA RICHMEIER,Day care home,613 Gayle ST,Fort Morgan,CO,80701,Morgan,Fort Morgan,-103.785341,40.240579, , ,Level 1,6,4,3,3/31/2018 0:00,4,1,3/31/2018 0:00,9,1,20170930
13233,CHILD DEV SERV MIGRANT HEAD START,Day care center,980 S Broadway,Center,CO,81125,Saguache,Center,-106.111914,37.749097, , ,Level 4,100, , , , , , , , ,20170930
13239,EARLY CHILDHOOD EDUCATION / VRAIN,Preschool,835 E St. Vrain ST,Colorado Springs,CO,80903,El Paso,Colorado Springs,-104.809483,38.840414, , ,Level 1,16, , , , , , , , ,20170930
13243,EARLY CHILDHOOD EDUCATION,Preschool,3730 E Montebello ST,Colorado Springs,CO,80918,El Paso,Colorado Springs,-104.757837,38.905966, , ,Level 1,16, , , , , , , , ,20170930
13244,EARLY CHILDHOOD EDUCATION / CHELTON,Preschool,15 S Chelton RD,Colorado Springs,CO,80910,El Paso,Colorado Springs,-104.765589,38.831886, , ,Level 1,16, , , , , , , , ,20170930
13324,EDIE WYN,Day Care Home 3,2872 Dreamcatcher LOOP,Castle Rock,CO,80109,Douglas,Castle Rock,-104.901345,39.393637,7/13/2015 0:00,7/13/2018 0:00,Level 2,6, , , , , , , , ,20170930
13396,YMCA B & A CHILD CARE SIERRA VISTA,School age child care,500 S Spaulding,Pueblo West,CO,81002,Pueblo,Pueblo West,-104.770009,38.322885, , , ,45,2,2,1/31/2019 0:00,2,1,1/31/2019 0:00,9,1,20170930
